HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.answerA,Answer.answerB,Answer.answerC,Answer.answerD,Answer.answerE,Answer.answerF,Answer.image.label,Answer.question,Approve,Reject
3Z8UJEJOCYCSOZZCIAYXLH7KPTQ39H,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sat Sep 19 22:35:59 PDT 2020,3,BatchId:4191390;OriginalHitTemplateId:928390828;,2400,86400,Tue Sep 22 22:35:59 PDT 2020,,,3EQHHY4HQSRD387I01X1HFND57F5GP,AR8HVK90KFHG7,Approved,Sun Sep 20 00:10:46 PDT 2020,Sun Sep 20 00:17:55 PDT 2020,Mon Sep 21 00:17:55 PDT 2020,Sun Sep 20 09:19:23 PDT 2020,,,429,100% (3/3),100% (3/3),100% (3/3),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-19-20_39_54.png,ANTINUCLEAR ANTIBOIDY SCEREEN (0%),EMPIRIC SYSTAMIC ACYCLOVIR (15%),INCISIONAL BIOPSY (13%),TREPONEMA PALLIDUM ENZYME IMMUNOASSAY (69%),TRIAMCINOLONE ACETONIDE (1%),,D,"A 35-YEAR-OLD WOMAN COMES TO THE OFFICE WITH A TONGUE LESION THAT SHE NOTICED RECENTLY. SHE HAS NO PAIN OR DIFFICULTY SWALLOWING. A FEW MONTHS EARLIER, SHE HAD A SEXUAL ENCOUNTER THAT INCLUDED ORAL SEX WITH A NEW MALE PARTNER.
 
 ON EXAMINATION, THERE IS A 2-CM ULCER WITH INDURATION ON THE DORSAL ASPECT OF THE TONGUE. MULTIPLE, NONTENDER, CERVICAL LYMPH NODES ARE PRESENT. THE REST OF HER SKIN AND GENITAL EXAMINATION IS UNREMARKABLE.",,
3D42WVSDH7U25CNDAHRFL7P81SGFYR,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sat Sep 19 22:35:58 PDT 2020,3,BatchId:4191390;OriginalHitTemplateId:928390828;,2400,86400,Tue Sep 22 22:35:58 PDT 2020,,,3E4GGUZ1T8QQ6XKE89GIH0CUSE32KM,A2EMDOJ3A87QTI,Approved,Sat Sep 19 23:27:37 PDT 2020,Sat Sep 19 23:35:48 PDT 2020,Sun Sep 20 23:35:48 PDT 2020,Sun Sep 20 09:19:14 PDT 2020,,,491,100% (7/7),100% (7/7),100% (7/7),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-19-20_32_06.png,Hepatitis B (30%),Nontuberculous mycobacterial species (1%),Staphylococcal species (63%),Tetanus (3%),Treponema pallidum (0%),-,C,"A patient consults the physician regarding her daughter's plans to get a tattoo. She wishes to be informed about the possible complications so that 
 she can discuss the issue with her daughter. The mother asks for advice on how best to ensure that the procedure is done properly to minimize complications.
 
 Which of the following infections is most commonly associated with the tattoing process?",,
3RDTX9JRTX0API0ZKM1NYYJ0UV979N,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sat Sep 19 08:05:31 PDT 2020,3,BatchId:4191076;OriginalHitTemplateId:928390828;,2400,86400,Tue Sep 22 08:05:31 PDT 2020,,,3SKEMFQBZ341SCM3OQPJRRPXEANK8R,A1U5XSR259KHJV,Approved,Sat Sep 19 09:39:34 PDT 2020,Sat Sep 19 10:04:03 PDT 2020,Sun Sep 20 10:04:03 PDT 2020,Sat Sep 19 16:41:01 PDT 2020,,,1469,100% (25/25),100% (25/25),100% (25/25),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-18-23_39_49.png,Bicuspid aortic valve,Left ventricular hypertrophy,Mitral stenosis,Right ventricular enlargement,Ventricular septal defect,,A,"A 25-year-old immigrant from the Ukraine comes to the office because of exertional shortness of breath. He was an avid soccer player five years ago, but now describes fatigue and shortness of breath after brisk walking for 5-6 blocks. He denies any chest pain, palpitations, syncope, or lower extremity swelling. His weight has been stable. He takes no medications and has no allergies. He smokes 1 pack of cigarettes daily and 
 drinks alcohol over the weekend. His grandfather died suddenly at the age of 34 years, but both his parents are in good health.
 His blood pressure is 105/70 mm Hg in the right arm and 107/72 mm Hg in the left arm, and his pulse is 76/min. Cardiovascular examination reveals a normal apical impulse. There is a normal S1 with a fixed and wide split S2. There is no S3. He has a 2/6 mid-systolic murmur along theleft upper sternal border. Femoral pulses are 2+ bilaterally and symmetrical. There is no peripheral edema.
 The EKG shows normal sinus rhythm, right axis deviation, and incomplete right bundle branch block.
 Which of the following is the most likely finding on transthoracic echocardiography?",,
38XPGNCKHSZB32VJLP8CN4ONUL24VG,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sat Sep 19 08:05:31 PDT 2020,3,BatchId:4191076;OriginalHitTemplateId:928390828;,2400,86400,Tue Sep 22 08:05:31 PDT 2020,,,3GM6G9ZBKNWFGKEUC0DUX0DOHSVTMM,A3CWDNKSA1CJZJ,Approved,Sat Sep 19 08:23:24 PDT 2020,Sat Sep 19 08:30:53 PDT 2020,Sun Sep 20 08:30:53 PDT 2020,Sat Sep 19 16:40:57 PDT 2020,,,449,100% (13/13),100% (13/13),100% (13/13),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-18-23_40_40.png,Add amlodipine,Add sitagliptin,Stop alendronate,Stop hydrochlorothiazide,"Stop metformin, start glipizide",,D,"An 84-year-old woman comes to the office to follow up multiple chronic medical conditions. She has intermittent dizziness and has recently fallen twice, although she was not injured. During the most recent episode, the patient was standing in the living room when she felt lightheaded and slipped backward onto a chair. She did not lose consciousness or experience involuntary movements. Medical history is notable for hypertension, type 2 diabetes mellitus, severe osteoporosis, coronary artery disease, and chronic renal disease. Current medications include hydrochlorothiazide, low-dose metformin, vitamin D, and metoprolol, and she has taken alendronate for the past 4 years.
 Supine blood pressure is 140/75 mm Hg, pulse is 66/min, and respirations are 16/min. Physical examination reveals a grade 2/6 midsystolic murmur at the right second intercostal area, moderately severe thoracic kyphosis, and decreased pulses bilaterally in the feet. The remainder of the examination is normal.
 Laboratory results are as follows:
 
 Serum chemistry
 Sodium 132 mEq/L
 Potassium 3.6 mEq/L
 Chloride 100 mEq/L
 Bicarbonate 20 mEq/L
 Blood urea nitrogen 19 mg/dL
 Creatinine 1.5 mg/dL
 Glomerular filtration rate (estimated) 36 mL/min/1.73 m2
 Calcium 10 mg/dL
 Hemoglobin A1c 7.5%
 
 Complete blood count is within normal limits.
 Which of the following is the most appropriate next step in management of this patient?",,
34F34TZU7VYS9TG20MB5R1GVFKY2JW,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Fri Sep 18 19:57:18 PDT 2020,5,BatchId:4190879;OriginalHitTemplateId:928390828;,2400,86400,Mon Sep 21 19:57:18 PDT 2020,,,3Y54SXRO1LKYTSJ3L24GOAUIUD9TUN,A1WP1ED7JVG40P,Approved,Fri Sep 18 21:09:30 PDT 2020,Fri Sep 18 21:16:30 PDT 2020,Sat Sep 19 21:16:30 PDT 2020,Sat Sep 19 06:53:01 PDT 2020,,,420,100% (6/6),100% (6/6),100% (6/6),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-17-19_18_54.png,Cardiac catheterization within 90 minutes,Cardiac catheterization within 24 hours,Coronary calcium score,Medical therapy and discharge if no recurrence of chest pain,Medical therapy and stress test before discharge,.,B,"A 75-year-old man comes to the emergency department with 6 hours of intermittent chest pain. He has no nausea, vomiting, syncope, shortness of breath, or diaphoresis. His medical problems include type 2 diabetes mellitus, hypertension, and hyperlipidemia. 
 
 The patient's blood pressure is 142/78 mm Hg and pulse is 82/min. Cardiac and pulmonary examinations are within normal limits. 
 
 Electrocardiogram shows normal sinus rhythm with 1.5-mm horizontal ST-segment depression in leads II, III, and aVF. Initial troponin I level is 2.2 ng/mL (normal <0.012 ng/mL).
 
 The patient receives antiplatelet agents, nitroglycerin, and anticoagulation. He reports complete resolution of symptoms.
 
 Which of the following is the best next step in management of this patient?",,
3MNJFORX8A343ODTZFMIAARF6N8F57,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Fri Sep 18 19:57:20 PDT 2020,6,BatchId:4190879;OriginalHitTemplateId:928390828;,2400,86400,Mon Sep 21 19:57:20 PDT 2020,,,3WEV0KO0OMRBXQV2A79145U86U9DSH,A1TJPHC41OTJ1T,Approved,Fri Sep 18 22:46:36 PDT 2020,Fri Sep 18 22:54:57 PDT 2020,Sat Sep 19 22:54:57 PDT 2020,Sat Sep 19 07:00:45 PDT 2020,,,501,100% (27/27),100% (27/27),100% (20/20),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-17-19_48_04.png,Cardiogenic shock (79%),Early sepsis {!%),Hypovolemia (5%),`Pericardial tamponade (8%),Pulmonary embolism (6%),,A,"A 76-year-old man is brought to the emergency department after having 6 hours of shortness of breath and chest pain. His initial blood pressure is 102/72 mm Hg and pulse is 102/min. His oxygen saturation is 82% on 15 liters of oxygen via face mask. Bilateral rales are heard over the lower to middle lung fields. His initial ECG shows sinus tachycardia and a left bundle branch block. He is intubated and rushed to the cardiac catheterization lab. He is found to have an occluded proximal left anterior descending artery and mild atherosclerosis involving the other coronary arteries. He has successful percutaneous revascularization with restoration of coronary flow. A pulmonary artery catheter is placed at the end of the procedure for hemodynamic monitoring and he is transferred to the coronary care unit. His current medications include aspirin, clopidogrel, intravenous unfractionated heparin, eptifibatide, furosemide, and propofol. Six hours after the procedure, his blood pressure is 78/48 mm Hg, and his pulse is 120/min and regular. His ECG shows sinus tachycardia and left bundle branch block pattern. Hemodynamic readings from the pulmonary artery catheter show the following; Right atrial pressure 10 mm Hg Right ventricular pressure 36/15 mm Hg Pulmonary artery pressure 42/18 mm Hg Pulmonary capillary wedge pressure 24 mm Hg Cardiac index 1.5 L/min/m2 Systemic vascular resistance 1365 dynes/cm5 Which of the following is the most likely cause of this patient's hypotension?",,
386T3MLZLMUWT2H5UVA0JNE22BO802,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sat Sep 19 22:35:57 PDT 2020,3,BatchId:4191390;OriginalHitTemplateId:928390828;,2400,86400,Tue Sep 22 22:35:57 PDT 2020,,,39O5D9O87TRX8H49KWDPCR4ETJWC3W,ATLK237BEQCKI,Approved,Sun Sep 20 00:23:32 PDT 2020,Sun Sep 20 00:31:44 PDT 2020,Mon Sep 21 00:31:44 PDT 2020,Sun Sep 20 09:19:07 PDT 2020,,,492,100% (9/9),100% (9/9),100% (9/9),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-19-20_22_03.png,Cysticercosis,Glioblastoma multiforme,Metastatc non-seminomatous germ cell tumor,Toxoplasmosis,Tuberculosis,,A,"A 38-year-old man is brought to the emergency department with generalized tonic-clonic seizures. His wife states that he had a similar episode a month ago but did not seek medical attention. The patient emigrated from Mexico several years ago and is HIV-negative. 
 
 On examination, he is lethargic but moves all extremities on command. A CT scan of the head revealed several small cystic lesions in the cortex bilaterally as well as scattered focal areas of calcifications.
 
 Which of the following is the most likely diagnosis?",,
3SMIWMMK604NZPP3Q54QMA5V07QUW1,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Fri Sep 18 19:57:19 PDT 2020,6,BatchId:4190879;OriginalHitTemplateId:928390828;,2400,86400,Mon Sep 21 19:57:19 PDT 2020,,,352YTHGROVC97LYT62W9XNT0K6T4H4,A1D6CUN4HL57KY,Approved,Fri Sep 18 21:33:31 PDT 2020,Fri Sep 18 22:08:16 PDT 2020,Sat Sep 19 22:08:16 PDT 2020,Sat Sep 19 07:00:49 PDT 2020,,,2085,100% (67/67),100% (67/67),100% (52/52),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-17-19_37_21.png,Atrial septal defect (7%),Bicuspid aortic valve (8%),Ebstein's anomaly (10%),Supravalvular aortic stenosis (6%),Ventricular septal defect (66%),,E,"A 23-year-old man comes to the physician for evaluation of a murmur. He has no complaints and describes his exercise tolerance as 'excellent.' He has no other medical conditions and takes no medications. He does not use tobacco, alcohol, or illicit drugs. His paternal uncle died from an unknown cause at a young age. Physical examination reveals a IV/VI holosystolic murmurwhich is best heard at the fourth intercostal space along the left sternal border. It is accompanied by a palpable thrill. Carotid pulses are 2+ bilaterally without delay. Otherwise, his physical examination is unremarkable. Which of the following is the most likely diagnosis?",,
3X878VYTIDHJQSRCN81F8U5BXT9F7S,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sun Sep 20 09:51:28 PDT 2020,3,BatchId:4191571;OriginalHitTemplateId:928390828;,2400,86400,Wed Sep 23 09:51:28 PDT 2020,,,33PPUNGG3842ZC0LN0YT5N8F8G1RZJ,AE2CDTF7VQXCE,Approved,Sun Sep 20 10:32:21 PDT 2020,Sun Sep 20 10:33:41 PDT 2020,Mon Sep 21 10:33:41 PDT 2020,Sun Sep 20 12:54:51 PDT 2020,,,80,100% (38/38),100% (38/38),100% (38/38),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-19-23_10_45.png,Advise topical broad-spectrum antibiotics only,Initiate systemic antibiotics based on pus culture and sensitivity,Prescribe empiric oral cephalexin,Prescribe empiric oral trimethoprim-sulfamethoxazole,Recommend no antimicrobial therapy,,D,"An 18-year-old man comes to the office due to a painful left elbow lesion. The patient has a history of atopic dermatitis and recently had a moderate to severe flare with a â€œweepingâ€ rash in the creases of his elbows and knees. A few days ago, he noticed a small red nodule in his left elbow crease that progressively enlarged and became painful. He has not had fever or chills. The patient has no other medical problems, and his only medication is topical corticosteroid. He does not use alcohol, tobacco, or illicit drugs.
 
 Temperature is 36.7 C (98.1 F), blood pressure is 126/80 mm Hg, pulse is 80/min, and respirations are 12/min. Skin examination shows a 4-cm tender and fluctuant lesion in the left antecubital area with erythema and induration of the surrounding skin. The flexural surfaces of the knees and elbows have an eczematous skin rash with lichenification. The remainder of the physical examination is within normal limits.
 
 Incision and drainage of the fluctuant lesion yields approximately 3 mL of purulent material, which is sent to the laboratory for culture and sensitivity.
 
 Which of the following is the most appropriate recommendation regarding antimicrobial therapy for this patient?",,
3LAZVA75NHQ6A47ZGZ3AZXXHEE82OF,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Fri Sep 18 19:57:19 PDT 2020,5,BatchId:4190879;OriginalHitTemplateId:928390828;,2400,86400,Mon Sep 21 19:57:19 PDT 2020,,,34QN5IT0TZQZFMFZKXF187AO0BX08F,A2I0M1XXACA4WE,Approved,Fri Sep 18 23:34:07 PDT 2020,Sat Sep 19 00:06:30 PDT 2020,Sun Sep 20 00:06:30 PDT 2020,Sat Sep 19 07:00:43 PDT 2020,,,1943,100% (24/24),100% (24/24),100% (20/20),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-17-19_32_41.png,A. Cardiac catheterization (3%),B. Intravenous magnesium infusion (43%),C. Intravenous nitroprusside infusion (23%),D. MRI of the head (13%),E. Transesophageal echocardiography (15%),Not Available,E,"A 32-year-old woman, gravida 1 para 0, at 32 weeks gestation is brought to the emergency department due to anterior chest and neck pain that began 3 hours ago. The pain was severe at onset but has decreased to moderate discomfort. She also has had mild nausea and epigastric discomfort. After the onset of the chest pain, the patient experienced tingling and weakness of her right arm accompanied by blurry vision and headache that lasted approximately 20-30 minutes. She has had a healthy pregnancy except for development of gestational diabetes mellitus at 24 weeks gestation. The patient's blood pressure was elevated during her last prenatal visit, and she was started on an antihypertensive medication. She has no other significant medical history. She does not use tobacco, alcohol, or illicit drugs. 
 
 On physical examination, the patient appears comfortable. Blood pressure is 176/104 mm Hg in the right arm and 180/99 mm Hg in the left arm, and pulse is 96/min. Oxygen saturation is 94% on room air. Her right pupil measures 4 mm and her left pupil measures 2 mm. There is slight ptosis on the left side. Lung fields are clear to auscultation with equal air entry on both sides. Cardiac examination reveals regular heart sounds with normal $1 and S2. The neurologic examination is otherwise unremarkable. Peripheral pulses are equal in all extremities. There is 2+ pitting peripheral edema of both lower extremities with some engorged varicose veins. There are normal deep tendon reflexes without clonus.
 
 ECG shows sinus rhythm and a 1-mm downsloping ST-segment depression in leads aVL, V5, and V6. Urinalysis shows 1+ ketones, no protein, and no glucose.
 
 Which of the following is the best next step in management of this patient?",,
39WICJI5ASR7UQHPM8SWY59D4WHZ3V,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sun Sep 20 09:51:30 PDT 2020,3,BatchId:4191571;OriginalHitTemplateId:928390828;,2400,86400,Wed Sep 23 09:51:30 PDT 2020,,,320DUZ38G7LLA7M3P31VIP6IN98JGP,AO2SEJOUWKOCV,Approved,Sun Sep 20 09:55:06 PDT 2020,Sun Sep 20 10:07:36 PDT 2020,Mon Sep 21 10:07:36 PDT 2020,Sun Sep 20 12:55:02 PDT 2020,,,750,100% (13/13),100% (13/13),100% (12/12),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-19-23_44_11.png,Clinical follow-up only,Interferon gamma release assay now,Repeat TST in 6 months,Repeat TST in 8 to 12 weeks,Treament with isoniazid for 9 months,,D,"A 32-year-old nurse is evaluated 3 days after being exposed to a patient with active active pulmonary tuberculosis. The source patient presented with cough, and a chest radiograph revealed a cavitary lung lesion. His sputum testing returned positive for acid-fast bacilli. The nurse cared for the patient for several hours without using respiratory precautions before airborne isolation precautions were implemented. She has had no symptoms and has no prior medical problems. Her only medication is an oral contraceptive. Vital signs are within normal limits, and physical examination shows no abnormalities.
 Tuberculin skin test (TST) is administered and reveals a 2-mm induration at 48 hours.
 Which of the following is the most appropriate next step in management of the nurse?",,
3SBX2M1TKCMJYUZ2ZQE2HHPFDTM4QL,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Fri Sep 18 19:57:19 PDT 2020,5,BatchId:4190879;OriginalHitTemplateId:928390828;,2400,86400,Mon Sep 21 19:57:19 PDT 2020,,,340UGXU9DY0D6KNSQX4VPSI3RYTVU9,A3SFD0H3F8DECW,Approved,Fri Sep 18 21:53:12 PDT 2020,Fri Sep 18 22:15:45 PDT 2020,Sat Sep 19 22:15:45 PDT 2020,Sat Sep 19 07:00:49 PDT 2020,,,1353,100% (8/8),100% (8/8),100% (7/7),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-17-19_36_57.png,A AORTIC DISSECTION (53%),B. CONSTRICTIVE PERICARDITIES(2%),C INFECTIVE ENDARTERITIS (17%),D. INTRACRANIAL ANEURYSM (18%),E MITRAL STENOSIS (%),,C,A 22-YEAR-OLD MAN COMES TO THE OFFICE DUE TO 6 MONTHS OF EXERTIONAL SHORTNESS OF BREATH. HE DESCRIBES HIMSELF AS NONATHLETIC AND HAS NEVER ENGAGED IN COMPETITIVE SPORTS. THE PATENT HA SRECENTLY EXPERIENCED DYSPANEA ON MODERATE EXERTION. HE ALSO DECRIBES A POUNDING SESATION IN HIS HEAD AT NIGHT. HE DOES NO USE TOBACCO ALCOHOL OR ILLICIT DRUGS. BLOOD PRESSURE IS 150/65 MM HG AND PULSE IS 90/MIL NP JUGULAR VENOUS DISTENSION IS PRESENT. THERE IS NO DIGITAL CLUBBING OR CYANOSIS THE APICAL IMPULSE IS BRISK AND DISPLACED TO THE LEFT A 2/6 CONTINUOUS MURMUR IS HEARD BELOW THE LEFT CLAVILE. UPPER AND LOWER EXTREMITY PULSES ARE PROMINENT AND EQUAL. THE LUNGS ARE CLEAR ON AUSCULTION.,,
3HXCEECSQLS8ATEDBTLMOZ5QDXCYZ0,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Sun Sep 20 09:51:28 PDT 2020,3,BatchId:4191571;OriginalHitTemplateId:928390828;,2400,86400,Wed Sep 23 09:51:28 PDT 2020,,,3CFJTT4SXTP6M3RWEIC10BEPBR6I7F,A3746TDKYH8SJ9,Approved,Sun Sep 20 10:34:18 PDT 2020,Sun Sep 20 10:36:06 PDT 2020,Mon Sep 21 10:36:06 PDT 2020,Sun Sep 20 12:54:52 PDT 2020,,,108,100% (9/9),100% (9/9),100% (9/9),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-19-23_11_24.png,Administer intramuscular penicillin G (12%),Admit to the and initiate intravenous penicillin (2%),Perform lumbar puncture (5%),Repeat reutive plasma reagin in 6 months ($%),Treponema pallidum in 6 months (22%),,D,"A 24-year-old woman is being evaluated for positive reactive plasma reagin (RPR) testing for syphilis as part of a routine prenatal workup. The
 current titer is 1:8. She feels well and has no complaints. Six months ago, she went to the hospital with fever and a diffuse rash following sexual
 activity with a new male partner. There she underwent testing that showed an RPR titer of 1:256. The Treponema pallidum particle agglutination
 assay was positive at that time. HIV testing was negative. The patient was treated for secondary syphilis with intramuscular penicillin G. Her
 symptoms resolved over the next week. Her partner also was treated appropriately for syphilis at that time; she has had no new sexual partners.
 Complete examination, including genital and neurologic examination, is nomal. Repeat HIV antibody testing is negative.",,
3538U0YQ1ET1P9QPLWYPVDTVSRHF3H,3MOP54T9IO8VY0G61REA3GVW2JK0Y5,Copy text from an image,"Review the image, and separate and copy the text from the QnA stem into separate sections as described",text,0.08,Fri Sep 18 19:57:20 PDT 2020,5,BatchId:4190879;OriginalHitTemplateId:928390828;,2400,86400,Mon Sep 21 19:57:20 PDT 2020,,,33CID57104SQBLYFX96OFAU1NN3L34,A251XRSA8YE34V,Approved,Fri Sep 18 21:05:32 PDT 2020,Fri Sep 18 21:14:16 PDT 2020,Sat Sep 19 21:14:16 PDT 2020,Sat Sep 19 06:53:01 PDT 2020,,,524,100% (19/19),100% (19/19),100% (12/12),https://storage.googleapis.com/ai-fom/screencapture-uworld-ClientApp-v9-apps-qbanktestinterface-index-html-2020-09-17-19_45_40.png,Add an evening dose of isosorbide mononitrate,Evaluate for esophageal disease,Increase the metoprolol dose and add an evening dose of ranolazine,Order pulmonary function tests with bronchodilator response,Refer for full nighttime polysomnography,,E,"A 60-year-old man comes to the physician due to nighttime chest pain. The patient was diagnosed with extensive coronary artery disease a year ago and was offered coronary artery bypass grafting surgery. He refused surgery and instead opted for medical management. Since the medical therapy was started, the patient's symptoms have improved. He has angina during the daytime only after moderate to severe exertion. However, the patient still has been waking up 3-4 times per week in the middle of the night with substernal chest pain, which usually resolves spontaneously in 7-8 minutes but sometimes requires nitroglycerin. His other medical problems include difficult-to-control hypertension, hyperlipidemia, and peripheral vascular disease. The patient has smoked cigarettes for 35 years and quit 5 years ago. His medications include aspirin, metoprolol, isosorbide mononitrate, amlodipine, lisinopril, rosuvastatin, and nitroglycerin as needed. He takes all his medications during the morning hours.
 His blood pressure is 150/82 mm Hg, pulse is 62/min and regular, and respirations are 14/min. The patient is obese with large neck circumference and a BMI of 34 kg/m2. Chest is clear to auscultation. There is no peripheral edema. The remainder of the examination is normal.
 An electrocardiogram (ECG) performed in the office shows normal sinus rhythm with nonspecific T wave changes. His most recent echocardiogram showed a left ventricular ejection fraction of 60%. During exercise single photon emission computed tomography (SPECT) performed a month ago, the patient exercised for 8 minutes and reached 85% of age-predicted maximal predicted heart rate. He stopped due to fatigue and mild chest discomfort. Stress SPECT images showed a moderately extensive inferior wall reversible defect.
 Which of the following is the most appropriate next step in management of this patient?",,
